SIFT_0,SIFT_1,SIFT_2,SIFT_3,SIFT_4,SIFT_5,SIFT_6,SIFT_7,SIFT_8,SIFT_9,SIFT_10,SIFT_11,SIFT_12,SIFT_13,SIFT_14,SIFT_15,SIFT_16,SIFT_17,SIFT_18,SIFT_19,SIFT_20,SIFT_21,SIFT_22,SIFT_23,SIFT_24,SIFT_25,SIFT_26,SIFT_27,SIFT_28,SIFT_29,SIFT_30,SIFT_31,SIFT_32,SIFT_33,SIFT_34,SIFT_35,SIFT_36,SIFT_37,SIFT_38,SIFT_39,SIFT_40,SIFT_41,SIFT_42,SIFT_43,SIFT_44,SIFT_45,SIFT_46,SIFT_47,SIFT_48,SIFT_49,SIFT_50,SIFT_51,SIFT_52,SIFT_53,SIFT_54,SIFT_55,SIFT_56,SIFT_57,SIFT_58,SIFT_59,SIFT_60,SIFT_61,SIFT_62,SIFT_63,SIFT_64,SIFT_65,SIFT_66,SIFT_67,SIFT_68,SIFT_69,SIFT_70,SIFT_71,SIFT_72,SIFT_73,SIFT_74,SIFT_75,SIFT_76,SIFT_77,SIFT_78,SIFT_79,SIFT_80,SIFT_81,SIFT_82,SIFT_83,SIFT_84,SIFT_85,SIFT_86,SIFT_87,SIFT_88,SIFT_89,SIFT_90,SIFT_91,SIFT_92,SIFT_93,SIFT_94,SIFT_95,SIFT_96,SIFT_97,SIFT_98,SIFT_99,SIFT_100,SIFT_101,SIFT_102,SIFT_103,SIFT_104,SIFT_105,SIFT_106,SIFT_107,SIFT_108,SIFT_109,SIFT_110,SIFT_111,SIFT_112,SIFT_113,SIFT_114,SIFT_115,SIFT_116,SIFT_117,SIFT_118,SIFT_119,SIFT_120,SIFT_121,SIFT_122,SIFT_123,SIFT_124,SIFT_125,SIFT_126,SIFT_127,Label
76.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,17.0,3.0,3.0,1.0,0.0,0.0,2.0,5.0,4.0,4.0,8.0,3.0,1.0,0.0,1.0,91.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,198.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,114.0,6.0,0.0,1.0,5.0,6.0,2.0,19.0,6.0,6.0,2.0,2.0,6.0,1.0,1.0,1.0,75.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,198.0,35.0,0.0,0.0,0.0,1.0,0.0,7.0,131.0,8.0,2.0,11.0,18.0,17.0,1.0,12.0,4.0,7.0,3.0,5.0,4.0,5.0,3.0,3.0,43.0,1.0,0.0,0.0,0.0,0.0,14.0,10.0,198.0,73.0,14.0,1.0,0.0,0.0,1.0,6.0,71.0,46.0,115.0,35.0,6.0,0.0,0.0,0.0,1.0,19.0,114.0,8.0,1.0,0.0,0.0,0.0,oil_painting
1.0,61.0,25.0,0.0,4.0,61.0,8.0,0.0,5.0,79.0,113.0,6.0,2.0,5.0,3.0,5.0,0.0,3.0,117.0,59.0,8.0,8.0,2.0,1.0,0.0,0.0,47.0,113.0,21.0,1.0,0.0,0.0,8.0,3.0,0.0,3.0,106.0,113.0,5.0,1.0,88.0,14.0,6.0,4.0,33.0,28.0,18.0,36.0,8.0,1.0,13.0,26.0,93.0,77.0,16.0,8.0,0.0,0.0,6.0,116.0,68.0,4.0,0.0,0.0,14.0,3.0,1.0,75.0,117.0,8.0,0.0,4.0,117.0,16.0,4.0,38.0,52.0,3.0,1.0,21.0,16.0,4.0,3.0,117.0,117.0,10.0,1.0,2.0,0.0,0.0,0.0,117.0,80.0,0.0,0.0,0.0,13.0,0.0,0.0,90.0,48.0,0.0,0.0,25.0,38.0,2.0,2.0,80.0,30.0,0.0,0.0,35.0,1.0,1.0,1.0,117.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,24.0,0.0,0.0,0.0,paints
1.0,53.0,17.0,0.0,8.0,82.0,7.0,1.0,4.0,83.0,109.0,8.0,3.0,8.0,4.0,6.0,0.0,3.0,117.0,66.0,12.0,10.0,2.0,0.0,0.0,0.0,75.0,113.0,11.0,2.0,0.0,0.0,9.0,3.0,0.0,7.0,117.0,105.0,3.0,2.0,87.0,11.0,5.0,7.0,42.0,36.0,22.0,39.0,7.0,1.0,14.0,29.0,117.0,89.0,15.0,7.0,0.0,0.0,10.0,76.0,46.0,4.0,0.0,0.0,15.0,2.0,1.0,96.0,117.0,4.0,0.0,6.0,117.0,14.0,5.0,55.0,54.0,3.0,1.0,23.0,12.0,3.0,3.0,117.0,117.0,10.0,1.0,1.0,0.0,0.0,0.0,88.0,52.0,0.0,0.0,0.0,13.0,0.0,0.0,91.0,40.0,0.0,0.0,33.0,30.0,2.0,3.0,112.0,32.0,0.0,0.0,31.0,1.0,0.0,1.0,117.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,0.0,0.0,0.0,paints
70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,57.0,0.0,0.0,0.0,0.0,0.0,1.0,136.0,26.0,0.0,3.0,1.0,0.0,0.0,16.0,136.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,136.0,12.0,5.0,2.0,0.0,0.0,0.0,136.0,76.0,12.0,69.0,58.0,0.0,0.0,0.0,94.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,136.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,136.0,87.0,32.0,25.0,0.0,0.0,0.0,8.0,46.0,30.0,96.0,131.0,0.0,0.0,0.0,6.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,59.0,21.0,28.0,1.0,0.0,0.0,0.0,101.0,12.0,22.0,47.0,1.0,0.0,0.0,14.0,paints
9.0,1.0,0.0,1.0,142.0,6.0,0.0,0.0,131.0,8.0,0.0,1.0,34.0,2.0,0.0,3.0,17.0,1.0,0.0,0.0,135.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,51.0,4.0,0.0,2.0,13.0,0.0,0.0,2.0,142.0,1.0,0.0,0.0,142.0,1.0,0.0,1.0,39.0,7.0,2.0,16.0,25.0,1.0,0.0,3.0,142.0,38.0,2.0,6.0,0.0,0.0,0.0,0.0,72.0,7.0,1.0,1.0,15.0,0.0,0.0,5.0,142.0,0.0,0.0,0.0,142.0,10.0,2.0,7.0,37.0,1.0,0.0,3.0,24.0,4.0,2.0,39.0,142.0,5.0,0.0,1.0,1.0,0.0,0.0,6.0,72.0,2.0,0.0,0.0,12.0,0.0,0.0,3.0,142.0,0.0,0.0,0.0,140.0,1.0,0.0,2.0,35.0,0.0,0.0,4.0,16.0,0.0,0.0,11.0,136.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,50.0,1.0,0.0,1.0,paints
16.0,2.0,0.0,1.0,140.0,3.0,0.0,0.0,140.0,7.0,0.0,1.0,30.0,2.0,0.0,3.0,21.0,1.0,0.0,1.0,140.0,12.0,0.0,1.0,18.0,0.0,0.0,0.0,47.0,3.0,0.0,2.0,23.0,0.0,0.0,1.0,140.0,1.0,0.0,1.0,140.0,1.0,0.0,1.0,31.0,9.0,3.0,18.0,28.0,1.0,0.0,3.0,140.0,47.0,3.0,7.0,16.0,0.0,0.0,0.0,65.0,7.0,0.0,5.0,25.0,0.0,0.0,4.0,140.0,0.0,0.0,0.0,140.0,11.0,2.0,9.0,31.0,1.0,0.0,4.0,27.0,5.0,2.0,45.0,140.0,6.0,0.0,1.0,15.0,2.0,0.0,5.0,67.0,2.0,0.0,1.0,20.0,0.0,0.0,3.0,140.0,0.0,0.0,0.0,140.0,2.0,0.0,3.0,32.0,0.0,0.0,4.0,20.0,1.0,0.0,14.0,140.0,1.0,0.0,1.0,19.0,0.0,0.0,2.0,48.0,1.0,0.0,1.0,paints
34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,144.0,6.0,0.0,4.0,35.0,0.0,0.0,13.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,144.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,144.0,0.0,0.0,0.0,52.0,1.0,0.0,29.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0,27.0,0.0,0.0,0.0,0.0,0.0,9.0,144.0,2.0,0.0,0.0,54.0,3.0,0.0,21.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,5.0,0.0,0.0,45.0,3.0,0.0,9.0,paints
35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,147.0,7.0,0.0,2.0,20.0,0.0,0.0,14.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,139.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,147.0,0.0,0.0,0.0,29.0,1.0,0.0,30.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,147.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,147.0,28.0,0.0,0.0,0.0,0.0,0.0,10.0,147.0,2.0,0.0,0.0,29.0,2.0,0.0,19.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,7.0,0.0,0.0,22.0,2.0,0.0,9.0,paints
35.0,1.0,0.0,1.0,76.0,0.0,0.0,0.0,152.0,1.0,0.0,0.0,41.0,4.0,0.0,5.0,28.0,0.0,0.0,0.0,152.0,16.0,0.0,2.0,56.0,0.0,0.0,0.0,25.0,1.0,0.0,1.0,48.0,0.0,0.0,1.0,98.0,0.0,0.0,1.0,152.0,2.0,0.0,2.0,36.0,16.0,2.0,23.0,36.0,1.0,0.0,7.0,152.0,69.0,3.0,7.0,62.0,0.0,0.0,1.0,36.0,6.0,1.0,4.0,51.0,0.0,0.0,2.0,93.0,0.0,0.0,1.0,152.0,17.0,2.0,19.0,35.0,1.0,0.0,5.0,34.0,7.0,2.0,76.0,152.0,8.0,0.0,1.0,64.0,2.0,0.0,6.0,36.0,1.0,0.0,1.0,42.0,0.0,0.0,2.0,70.0,0.0,0.0,1.0,152.0,3.0,0.0,4.0,46.0,1.0,0.0,7.0,24.0,1.0,0.0,16.0,152.0,1.0,0.0,1.0,59.0,0.0,0.0,1.0,23.0,1.0,0.0,1.0,paints
18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,97.0,3.0,2.0,12.0,42.0,0.0,0.0,2.0,154.0,33.0,10.0,17.0,4.0,0.0,0.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,154.0,1.0,0.0,0.0,4.0,0.0,0.0,12.0,115.0,4.0,0.0,7.0,71.0,0.0,0.0,3.0,154.0,64.0,14.0,48.0,19.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0,5.0,0.0,1.0,6.0,0.0,0.0,3.0,105.0,4.0,0.0,7.0,75.0,0.0,0.0,1.0,154.0,30.0,4.0,31.0,43.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,81.0,0.0,0.0,2.0,63.0,0.0,0.0,3.0,148.0,3.0,1.0,8.0,49.0,0.0,0.0,3.0,paints
74.0,12.0,0.0,0.0,13.0,2.0,0.0,0.0,100.0,13.0,0.0,0.0,35.0,4.0,0.0,0.0,132.0,23.0,0.0,0.0,99.0,12.0,0.0,0.0,31.0,4.0,0.0,0.0,129.0,16.0,0.0,0.0,98.0,18.0,0.0,0.0,11.0,1.0,0.0,0.0,105.0,12.0,0.0,0.0,46.0,6.0,0.0,2.0,132.0,25.0,0.0,0.0,99.0,16.0,0.0,10.0,28.0,4.0,0.0,0.0,132.0,25.0,0.0,1.0,104.0,18.0,0.0,0.0,6.0,1.0,0.0,0.0,103.0,9.0,0.0,0.0,38.0,7.0,0.0,9.0,132.0,25.0,1.0,1.0,88.0,23.0,1.0,40.0,20.0,3.0,0.0,1.0,132.0,33.0,0.0,3.0,85.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,58.0,19.0,0.0,1.0,33.0,2.0,0.0,0.0,132.0,83.0,2.0,4.0,57.0,3.0,0.0,1.0,15.0,7.0,1.0,3.0,132.0,14.0,0.0,0.0,paints
37.0,1.0,0.0,1.0,61.0,0.0,0.0,0.0,159.0,1.0,0.0,0.0,41.0,5.0,0.0,7.0,24.0,0.0,0.0,0.0,159.0,16.0,0.0,2.0,33.0,0.0,0.0,0.0,24.0,2.0,0.0,1.0,51.0,0.0,0.0,1.0,77.0,0.0,0.0,2.0,159.0,1.0,1.0,1.0,36.0,17.0,3.0,24.0,34.0,1.0,1.0,7.0,159.0,74.0,3.0,7.0,36.0,0.0,0.0,1.0,37.0,7.0,0.0,3.0,55.0,0.0,0.0,1.0,74.0,0.0,0.0,2.0,159.0,16.0,3.0,19.0,35.0,2.0,1.0,6.0,32.0,6.0,3.0,84.0,159.0,10.0,1.0,1.0,36.0,1.0,0.0,8.0,37.0,1.0,0.0,1.0,45.0,0.0,0.0,1.0,55.0,0.0,0.0,1.0,159.0,3.0,0.0,5.0,47.0,1.0,0.0,8.0,20.0,1.0,0.0,19.0,159.0,1.0,0.0,1.0,34.0,0.0,0.0,2.0,21.0,0.0,0.0,1.0,paints
41.0,7.0,0.0,0.0,10.0,1.0,0.0,0.0,118.0,17.0,0.0,0.0,19.0,3.0,0.0,0.0,138.0,29.0,0.0,0.0,103.0,14.0,0.0,0.0,26.0,4.0,0.0,0.0,138.0,19.0,0.0,0.0,55.0,14.0,0.0,0.0,8.0,1.0,0.0,0.0,119.0,14.0,0.0,0.0,26.0,4.0,0.0,2.0,138.0,31.0,0.0,0.0,99.0,18.0,0.0,10.0,23.0,3.0,0.0,0.0,138.0,30.0,0.0,1.0,63.0,11.0,0.0,0.0,4.0,1.0,0.0,0.0,115.0,9.0,0.0,0.0,20.0,4.0,0.0,8.0,138.0,30.0,1.0,1.0,83.0,25.0,2.0,39.0,16.0,3.0,1.0,1.0,138.0,42.0,0.0,3.0,51.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,56.0,22.0,0.0,1.0,19.0,1.0,0.0,0.0,138.0,96.0,3.0,3.0,51.0,3.0,0.0,1.0,14.0,9.0,1.0,3.0,138.0,18.0,0.0,0.0,paints
33.0,6.0,0.0,0.0,8.0,1.0,0.0,0.0,119.0,15.0,0.0,0.0,16.0,2.0,0.0,0.0,140.0,25.0,0.0,0.0,99.0,11.0,0.0,0.0,22.0,3.0,0.0,0.0,140.0,17.0,0.0,0.0,45.0,11.0,0.0,0.0,7.0,1.0,0.0,0.0,122.0,13.0,0.0,0.0,20.0,2.0,0.0,2.0,140.0,27.0,0.0,0.0,99.0,15.0,0.0,11.0,21.0,2.0,0.0,0.0,140.0,26.0,0.0,1.0,50.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,121.0,8.0,0.0,0.0,14.0,3.0,0.0,10.0,140.0,25.0,1.0,1.0,85.0,23.0,3.0,43.0,15.0,2.0,1.0,1.0,140.0,37.0,1.0,3.0,43.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,62.0,22.0,0.0,1.0,14.0,1.0,0.0,0.0,140.0,91.0,4.0,4.0,55.0,3.0,0.0,1.0,13.0,7.0,2.0,3.0,140.0,14.0,0.0,0.0,paints
28.0,6.0,0.0,0.0,7.0,1.0,0.0,0.0,122.0,14.0,0.0,0.0,12.0,1.0,0.0,0.0,140.0,23.0,0.0,0.0,99.0,11.0,0.0,0.0,21.0,2.0,0.0,0.0,140.0,16.0,0.0,0.0,39.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,128.0,12.0,0.0,0.0,16.0,1.0,0.0,3.0,140.0,26.0,0.0,0.0,100.0,14.0,0.0,11.0,20.0,2.0,0.0,0.0,140.0,24.0,0.0,1.0,45.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,127.0,8.0,0.0,0.0,10.0,3.0,0.0,12.0,140.0,24.0,1.0,2.0,86.0,23.0,4.0,44.0,14.0,2.0,0.0,1.0,140.0,36.0,1.0,2.0,38.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,67.0,23.0,0.0,1.0,10.0,0.0,0.0,0.0,140.0,88.0,4.0,4.0,57.0,3.0,0.0,1.0,12.0,6.0,2.0,4.0,140.0,13.0,0.0,0.0,paints
33.0,1.0,0.0,0.0,68.0,1.0,0.0,0.0,159.0,2.0,0.0,0.0,35.0,4.0,1.0,5.0,24.0,0.0,0.0,0.0,159.0,18.0,1.0,1.0,13.0,0.0,0.0,0.0,28.0,2.0,0.0,1.0,44.0,0.0,0.0,0.0,88.0,1.0,0.0,1.0,159.0,2.0,0.0,1.0,30.0,14.0,3.0,20.0,37.0,1.0,0.0,7.0,159.0,77.0,3.0,8.0,13.0,0.0,0.0,1.0,45.0,10.0,0.0,1.0,46.0,0.0,0.0,1.0,88.0,0.0,0.0,1.0,159.0,17.0,3.0,15.0,28.0,2.0,0.0,4.0,38.0,8.0,4.0,81.0,159.0,11.0,0.0,2.0,13.0,1.0,0.0,9.0,46.0,2.0,0.0,0.0,37.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,159.0,3.0,0.0,4.0,37.0,1.0,0.0,5.0,24.0,1.0,0.0,17.0,159.0,4.0,0.0,1.0,13.0,0.0,0.0,2.0,27.0,0.0,0.0,1.0,paints
58.0,1.0,0.0,1.0,41.0,0.0,0.0,0.0,157.0,2.0,0.0,0.0,66.0,6.0,1.0,4.0,9.0,0.0,0.0,0.0,157.0,17.0,1.0,1.0,13.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,79.0,0.0,0.0,0.0,54.0,0.0,0.0,1.0,157.0,3.0,0.0,2.0,61.0,25.0,4.0,25.0,15.0,1.0,0.0,6.0,157.0,79.0,2.0,6.0,12.0,0.0,0.0,0.0,28.0,6.0,0.0,2.0,80.0,1.0,0.0,0.0,54.0,0.0,0.0,1.0,157.0,22.0,4.0,25.0,58.0,3.0,0.0,4.0,16.0,5.0,2.0,77.0,157.0,11.0,0.0,1.0,11.0,1.0,0.0,5.0,29.0,1.0,0.0,0.0,62.0,0.0,0.0,0.0,42.0,0.0,0.0,1.0,157.0,3.0,1.0,6.0,66.0,2.0,0.0,3.0,11.0,1.0,0.0,17.0,157.0,3.0,0.0,0.0,13.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,paints
24.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,105.0,12.0,0.0,0.0,9.0,1.0,0.0,0.0,151.0,28.0,0.0,0.0,83.0,8.0,0.0,0.0,19.0,2.0,0.0,0.0,151.0,18.0,0.0,0.0,29.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,107.0,10.0,0.0,0.0,10.0,1.0,0.0,2.0,151.0,30.0,0.0,0.0,80.0,11.0,1.0,12.0,21.0,2.0,0.0,0.0,151.0,28.0,0.0,1.0,31.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,107.0,7.0,0.0,0.0,5.0,2.0,0.0,10.0,151.0,27.0,0.0,2.0,66.0,19.0,4.0,47.0,18.0,3.0,0.0,2.0,151.0,41.0,2.0,4.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,19.0,0.0,1.0,5.0,0.0,0.0,0.0,151.0,96.0,2.0,6.0,41.0,2.0,0.0,1.0,17.0,10.0,1.0,6.0,151.0,13.0,0.0,0.0,paints
56.0,1.0,0.0,1.0,78.0,0.0,0.0,1.0,151.0,2.0,0.0,0.0,49.0,5.0,1.0,9.0,8.0,0.0,0.0,0.0,151.0,18.0,0.0,2.0,4.0,0.0,0.0,0.0,26.0,2.0,0.0,1.0,78.0,0.0,0.0,0.0,101.0,0.0,0.0,2.0,151.0,2.0,0.0,2.0,47.0,19.0,2.0,30.0,13.0,1.0,0.0,6.0,151.0,68.0,1.0,6.0,3.0,0.0,0.0,1.0,40.0,8.0,0.0,1.0,81.0,1.0,0.0,1.0,98.0,0.0,0.0,1.0,151.0,22.0,3.0,20.0,46.0,2.0,0.0,4.0,13.0,5.0,2.0,71.0,151.0,8.0,0.0,1.0,3.0,1.0,0.0,7.0,41.0,1.0,0.0,0.0,63.0,0.0,0.0,2.0,74.0,0.0,0.0,1.0,151.0,3.0,1.0,5.0,54.0,1.0,0.0,5.0,8.0,1.0,0.0,19.0,151.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,paints
14.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,114.0,13.0,0.0,0.0,6.0,1.0,0.0,0.0,147.0,26.0,0.0,0.0,89.0,9.0,0.0,0.0,23.0,2.0,0.0,0.0,147.0,17.0,0.0,0.0,17.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,119.0,11.0,0.0,0.0,7.0,0.0,0.0,2.0,147.0,28.0,0.0,0.0,87.0,11.0,1.0,10.0,24.0,3.0,0.0,0.0,147.0,25.0,1.0,1.0,20.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0,8.0,0.0,0.0,2.0,1.0,0.0,10.0,147.0,26.0,0.0,2.0,74.0,21.0,3.0,43.0,19.0,3.0,0.0,1.0,147.0,37.0,1.0,3.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,21.0,0.0,1.0,2.0,0.0,0.0,0.0,147.0,93.0,0.0,7.0,46.0,2.0,0.0,1.0,17.0,9.0,0.0,6.0,147.0,13.0,0.0,0.0,paints
42.0,2.0,0.0,1.0,105.0,1.0,0.0,0.0,145.0,4.0,0.0,0.0,42.0,5.0,0.0,7.0,11.0,0.0,0.0,0.0,145.0,18.0,0.0,2.0,3.0,0.0,0.0,0.0,25.0,2.0,0.0,1.0,59.0,0.0,0.0,0.0,137.0,0.0,0.0,1.0,145.0,2.0,0.0,2.0,38.0,18.0,0.0,26.0,17.0,1.0,0.0,6.0,145.0,66.0,0.0,7.0,1.0,0.0,0.0,1.0,40.0,8.0,0.0,1.0,61.0,1.0,0.0,1.0,136.0,0.0,0.0,0.0,145.0,21.0,1.0,17.0,38.0,2.0,0.0,3.0,16.0,6.0,1.0,64.0,145.0,7.0,0.0,1.0,1.0,1.0,0.0,7.0,41.0,1.0,0.0,0.0,46.0,0.0,0.0,1.0,105.0,0.0,0.0,1.0,145.0,3.0,0.0,3.0,43.0,1.0,0.0,3.0,10.0,1.0,0.0,14.0,145.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,25.0,1.0,0.0,0.0,paints
10.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,127.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0,140.0,29.0,0.0,0.0,100.0,13.0,0.0,0.0,35.0,5.0,0.0,0.0,139.0,19.0,0.0,0.0,16.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,132.0,16.0,0.0,0.0,6.0,0.0,0.0,2.0,140.0,30.0,0.0,0.0,96.0,16.0,0.0,9.0,31.0,4.0,0.0,0.0,140.0,29.0,0.0,1.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,9.0,0.0,0.0,2.0,1.0,0.0,9.0,140.0,29.0,0.0,1.0,80.0,26.0,1.0,38.0,22.0,4.0,0.0,1.0,140.0,41.0,0.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,140.0,98.0,1.0,5.0,49.0,3.0,0.0,1.0,17.0,9.0,0.0,4.0,140.0,16.0,0.0,0.0,paints
21.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,141.0,1.0,0.0,1.0,11.0,1.0,0.0,11.0,39.0,1.0,0.0,5.0,141.0,2.0,0.0,2.0,141.0,0.0,0.0,1.0,32.0,0.0,0.0,2.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,141.0,6.0,0.0,1.0,19.0,6.0,0.0,59.0,33.0,1.0,0.0,3.0,141.0,16.0,0.0,15.0,141.0,0.0,0.0,1.0,40.0,0.0,0.0,2.0,38.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,141.0,54.0,1.0,6.0,20.0,1.0,0.0,6.0,33.0,14.0,1.0,22.0,141.0,2.0,0.0,2.0,141.0,0.0,0.0,1.0,38.0,0.0,0.0,1.0,24.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,141.0,13.0,0.0,1.0,14.0,0.0,0.0,0.0,36.0,4.0,0.0,5.0,141.0,4.0,0.0,0.0,141.0,1.0,0.0,0.0,27.0,2.0,0.0,1.0,paints
24.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,141.0,1.0,0.0,1.0,12.0,1.0,0.0,11.0,38.0,0.0,0.0,4.0,141.0,2.0,0.0,2.0,141.0,0.0,0.0,1.0,31.0,0.0,0.0,3.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,141.0,5.0,0.0,1.0,20.0,5.0,1.0,59.0,31.0,1.0,0.0,3.0,141.0,14.0,1.0,14.0,141.0,0.0,0.0,1.0,38.0,0.0,0.0,3.0,39.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,141.0,53.0,2.0,6.0,22.0,1.0,0.0,6.0,31.0,12.0,2.0,23.0,141.0,2.0,0.0,2.0,141.0,0.0,0.0,2.0,35.0,0.0,0.0,2.0,25.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,141.0,14.0,0.0,2.0,15.0,0.0,0.0,0.0,32.0,4.0,0.0,6.0,141.0,4.0,0.0,0.0,141.0,1.0,0.0,0.0,24.0,1.0,0.0,2.0,paints
26.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,142.0,1.0,0.0,1.0,15.0,0.0,0.0,8.0,35.0,1.0,0.0,3.0,142.0,1.0,0.0,2.0,142.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,142.0,5.0,0.0,1.0,22.0,5.0,2.0,51.0,30.0,1.0,0.0,2.0,142.0,14.0,2.0,11.0,142.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,51.0,3.0,5.0,23.0,1.0,0.0,6.0,30.0,11.0,3.0,18.0,142.0,2.0,0.0,1.0,142.0,1.0,0.0,1.0,29.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,142.0,15.0,0.0,1.0,15.0,0.0,0.0,0.0,32.0,4.0,0.0,4.0,142.0,6.0,0.0,0.0,142.0,4.0,0.0,0.0,21.0,2.0,0.0,1.0,paints
