SIFT_0,SIFT_1,SIFT_2,SIFT_3,SIFT_4,SIFT_5,SIFT_6,SIFT_7,SIFT_8,SIFT_9,SIFT_10,SIFT_11,SIFT_12,SIFT_13,SIFT_14,SIFT_15,SIFT_16,SIFT_17,SIFT_18,SIFT_19,SIFT_20,SIFT_21,SIFT_22,SIFT_23,SIFT_24,SIFT_25,SIFT_26,SIFT_27,SIFT_28,SIFT_29,SIFT_30,SIFT_31,SIFT_32,SIFT_33,SIFT_34,SIFT_35,SIFT_36,SIFT_37,SIFT_38,SIFT_39,SIFT_40,SIFT_41,SIFT_42,SIFT_43,SIFT_44,SIFT_45,SIFT_46,SIFT_47,SIFT_48,SIFT_49,SIFT_50,SIFT_51,SIFT_52,SIFT_53,SIFT_54,SIFT_55,SIFT_56,SIFT_57,SIFT_58,SIFT_59,SIFT_60,SIFT_61,SIFT_62,SIFT_63,SIFT_64,SIFT_65,SIFT_66,SIFT_67,SIFT_68,SIFT_69,SIFT_70,SIFT_71,SIFT_72,SIFT_73,SIFT_74,SIFT_75,SIFT_76,SIFT_77,SIFT_78,SIFT_79,SIFT_80,SIFT_81,SIFT_82,SIFT_83,SIFT_84,SIFT_85,SIFT_86,SIFT_87,SIFT_88,SIFT_89,SIFT_90,SIFT_91,SIFT_92,SIFT_93,SIFT_94,SIFT_95,SIFT_96,SIFT_97,SIFT_98,SIFT_99,SIFT_100,SIFT_101,SIFT_102,SIFT_103,SIFT_104,SIFT_105,SIFT_106,SIFT_107,SIFT_108,SIFT_109,SIFT_110,SIFT_111,SIFT_112,SIFT_113,SIFT_114,SIFT_115,SIFT_116,SIFT_117,SIFT_118,SIFT_119,SIFT_120,SIFT_121,SIFT_122,SIFT_123,SIFT_124,SIFT_125,SIFT_126,SIFT_127,Label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,61.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,155.0,8.0,1.0,2.0,3.0,19.0,155.0,155.0,16.0,3.0,1.0,12.0,32.0,149.0,155.0,55.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,12.0,18.0,155.0,102.0,15.0,22.0,10.0,6.0,11.0,63.0,48.0,38.0,21.0,140.0,101.0,42.0,21.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,15.0,80.0,19.0,155.0,58.0,11.0,16.0,7.0,4.0,9.0,20.0,23.0,21.0,15.0,92.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,155.0,8.0,1.0,2.0,3.0,19.0,155.0,155.0,16.0,3.0,1.0,11.0,31.0,149.0,155.0,55.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,12.0,18.0,155.0,101.0,15.0,22.0,10.0,6.0,11.0,64.0,49.0,38.0,21.0,138.0,102.0,42.0,21.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,17.0,85.0,20.0,155.0,57.0,11.0,16.0,7.0,4.0,10.0,21.0,24.0,21.0,14.0,90.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,155.0,8.0,1.0,2.0,3.0,19.0,155.0,155.0,16.0,3.0,1.0,11.0,31.0,148.0,155.0,55.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,71.0,2.0,0.0,0.0,0.0,0.0,12.0,18.0,155.0,99.0,14.0,22.0,10.0,6.0,11.0,64.0,49.0,37.0,20.0,136.0,105.0,42.0,21.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,18.0,90.0,20.0,155.0,56.0,10.0,15.0,8.0,5.0,11.0,22.0,25.0,21.0,14.0,89.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,59.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,154.0,8.0,1.0,2.0,3.0,19.0,154.0,154.0,16.0,3.0,1.0,11.0,32.0,148.0,154.0,55.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,71.0,2.0,0.0,0.0,0.0,0.0,13.0,18.0,154.0,98.0,14.0,22.0,10.0,6.0,11.0,64.0,49.0,37.0,19.0,136.0,107.0,42.0,21.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,19.0,93.0,20.0,154.0,56.0,10.0,16.0,8.0,5.0,11.0,22.0,25.0,21.0,13.0,89.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,153.0,8.0,1.0,2.0,3.0,19.0,153.0,153.0,16.0,3.0,1.0,12.0,32.0,148.0,153.0,54.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,69.0,2.0,0.0,0.0,0.0,0.0,14.0,19.0,153.0,100.0,14.0,22.0,10.0,6.0,11.0,63.0,48.0,37.0,20.0,140.0,105.0,41.0,20.0,14.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,22.0,98.0,19.0,153.0,56.0,11.0,16.0,8.0,6.0,12.0,21.0,23.0,21.0,13.0,90.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,61.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,153.0,9.0,1.0,2.0,3.0,18.0,153.0,153.0,16.0,3.0,1.0,12.0,31.0,145.0,153.0,56.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,14.0,18.0,153.0,105.0,15.0,23.0,9.0,5.0,11.0,61.0,48.0,39.0,22.0,147.0,97.0,41.0,20.0,14.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,21.0,97.0,19.0,153.0,58.0,11.0,16.0,7.0,6.0,12.0,20.0,23.0,22.0,14.0,92.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,61.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,154.0,8.0,1.0,2.0,3.0,17.0,154.0,154.0,17.0,3.0,1.0,12.0,29.0,143.0,154.0,57.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,14.0,19.0,154.0,105.0,16.0,21.0,9.0,5.0,11.0,62.0,50.0,40.0,23.0,146.0,93.0,40.0,21.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,21.0,98.0,19.0,154.0,59.0,11.0,15.0,7.0,7.0,13.0,20.0,24.0,23.0,15.0,91.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,61.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,154.0,8.0,1.0,2.0,3.0,17.0,154.0,154.0,17.0,3.0,1.0,12.0,29.0,142.0,154.0,57.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,66.0,2.0,0.0,0.0,0.0,0.0,15.0,20.0,154.0,103.0,15.0,21.0,9.0,5.0,11.0,63.0,50.0,40.0,23.0,146.0,94.0,40.0,22.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,24.0,104.0,19.0,154.0,58.0,11.0,15.0,7.0,8.0,14.0,21.0,24.0,22.0,14.0,88.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,61.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,153.0,8.0,1.0,2.0,3.0,17.0,153.0,153.0,17.0,3.0,1.0,12.0,29.0,143.0,153.0,57.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,64.0,2.0,0.0,0.0,0.0,0.0,18.0,20.0,153.0,103.0,15.0,22.0,9.0,5.0,11.0,64.0,49.0,39.0,23.0,146.0,95.0,40.0,21.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,27.0,112.0,19.0,153.0,57.0,11.0,15.0,8.0,9.0,15.0,21.0,24.0,22.0,14.0,85.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,61.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,152.0,8.0,1.0,2.0,3.0,17.0,152.0,152.0,17.0,3.0,1.0,12.0,29.0,142.0,152.0,57.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,62.0,2.0,0.0,0.0,0.0,0.0,19.0,21.0,152.0,104.0,16.0,22.0,9.0,5.0,11.0,64.0,49.0,40.0,23.0,147.0,93.0,40.0,21.0,15.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,30.0,117.0,19.0,152.0,56.0,11.0,15.0,8.0,10.0,16.0,21.0,24.0,22.0,14.0,83.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,62.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,7.0,28.0,152.0,8.0,1.0,2.0,2.0,16.0,152.0,152.0,17.0,4.0,1.0,13.0,28.0,141.0,152.0,58.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0,21.0,21.0,152.0,106.0,17.0,21.0,8.0,5.0,12.0,64.0,49.0,41.0,26.0,151.0,86.0,40.0,22.0,15.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,31.0,118.0,18.0,152.0,57.0,11.0,14.0,7.0,11.0,16.0,20.0,23.0,23.0,15.0,84.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,62.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,151.0,8.0,1.0,2.0,2.0,16.0,151.0,151.0,17.0,4.0,1.0,13.0,28.0,140.0,151.0,58.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,0.0,59.0,2.0,0.0,0.0,0.0,1.0,24.0,21.0,151.0,107.0,17.0,21.0,8.0,5.0,12.0,65.0,49.0,41.0,26.0,150.0,86.0,40.0,22.0,15.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,35.0,126.0,18.0,151.0,57.0,11.0,14.0,7.0,13.0,17.0,21.0,23.0,23.0,15.0,83.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,62.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,150.0,8.0,1.0,2.0,3.0,16.0,150.0,150.0,17.0,4.0,1.0,13.0,28.0,140.0,150.0,58.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,56.0,2.0,0.0,0.0,0.0,1.0,28.0,22.0,150.0,107.0,17.0,22.0,8.0,5.0,12.0,65.0,48.0,41.0,26.0,150.0,86.0,39.0,21.0,15.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,39.0,134.0,17.0,150.0,55.0,11.0,14.0,8.0,15.0,18.0,21.0,22.0,22.0,15.0,83.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,hairs
0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,63.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,150.0,8.0,1.0,2.0,2.0,16.0,150.0,150.0,17.0,4.0,1.0,13.0,27.0,138.0,150.0,59.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,0.0,53.0,1.0,0.0,0.0,0.0,1.0,33.0,23.0,150.0,106.0,17.0,21.0,7.0,5.0,13.0,67.0,49.0,41.0,27.0,150.0,83.0,39.0,22.0,15.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,42.0,139.0,17.0,150.0,55.0,11.0,14.0,8.0,17.0,19.0,21.0,23.0,23.0,15.0,83.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,hairs
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,91.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,19.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,124.0,2.0,1.0,0.0,0.0,0.0,0.0,18.0,148.0,1.0,0.0,0.0,0.0,0.0,35.0,148.0,28.0,1.0,0.0,0.0,2.0,15.0,148.0,58.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,148.0,147.0,42.0,0.0,0.0,0.0,0.0,14.0,37.0,47.0,148.0,10.0,4.0,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,139.0,108.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,148.0,5.0,0.0,0.0,0.0,0.0,hairs
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,37.0,91.0,0.0,0.0,0.0,0.0,0.0,5.0,136.0,20.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,2.0,1.0,0.0,0.0,0.0,0.0,18.0,148.0,1.0,0.0,0.0,0.0,0.0,35.0,148.0,27.0,1.0,0.0,0.0,2.0,15.0,148.0,58.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,148.0,148.0,43.0,0.0,0.0,0.0,0.0,14.0,36.0,46.0,148.0,10.0,4.0,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,138.0,108.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,148.0,5.0,0.0,0.0,0.0,0.0,hairs
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,91.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,19.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,2.0,1.0,0.0,0.0,0.0,0.0,18.0,148.0,1.0,0.0,0.0,0.0,0.0,36.0,148.0,27.0,1.0,0.0,0.0,2.0,15.0,148.0,57.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,148.0,148.0,43.0,0.0,0.0,0.0,0.0,14.0,36.0,46.0,148.0,10.0,4.0,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,139.0,108.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,148.0,4.0,0.0,0.0,0.0,0.0,hairs
39.0,18.0,1.0,5.0,8.0,13.0,0.0,7.0,124.0,45.0,5.0,5.0,19.0,57.0,24.0,57.0,3.0,0.0,0.0,1.0,20.0,119.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,0.0,0.0,28.0,45.0,1.0,2.0,137.0,48.0,2.0,4.0,19.0,32.0,16.0,62.0,38.0,5.0,2.0,31.0,137.0,91.0,25.0,24.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,24.0,11.0,1.0,2.0,40.0,34.0,1.0,1.0,137.0,137.0,25.0,29.0,21.0,15.0,3.0,13.0,36.0,43.0,28.0,137.0,137.0,53.0,8.0,7.0,0.0,0.0,0.0,9.0,13.0,8.0,0.0,0.0,22.0,4.0,0.0,0.0,6.0,37.0,8.0,8.0,137.0,52.0,2.0,2.0,9.0,48.0,9.0,13.0,99.0,25.0,2.0,13.0,119.0,122.0,21.0,18.0,0.0,0.0,0.0,1.0,39.0,28.0,2.0,0.0,hairs
6.0,4.0,4.0,3.0,3.0,11.0,26.0,25.0,43.0,40.0,9.0,4.0,2.0,11.0,30.0,28.0,14.0,37.0,35.0,119.0,55.0,34.0,18.0,5.0,0.0,0.0,0.0,21.0,13.0,2.0,0.0,0.0,39.0,24.0,21.0,13.0,10.0,9.0,9.0,24.0,131.0,23.0,5.0,8.0,15.0,39.0,101.0,131.0,12.0,7.0,5.0,33.0,131.0,131.0,100.0,49.0,0.0,0.0,0.0,2.0,9.0,17.0,0.0,0.0,54.0,19.0,8.0,3.0,4.0,3.0,12.0,47.0,131.0,131.0,111.0,56.0,17.0,8.0,10.0,44.0,14.0,43.0,122.0,131.0,120.0,34.0,6.0,10.0,0.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,22.0,7.0,10.0,20.0,19.0,25.0,15.0,19.0,1.0,17.0,45.0,68.0,54.0,2.0,1.0,1.0,0.0,3.0,43.0,96.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,jelly_beans
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,144.0,15.0,0.0,0.0,0.0,0.0,7.0,65.0,22.0,5.0,0.0,0.0,1.0,45.0,44.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,144.0,7.0,0.0,0.0,0.0,0.0,0.0,43.0,144.0,85.0,1.0,0.0,0.0,0.0,0.0,11.0,104.0,85.0,20.0,5.0,3.0,10.0,12.0,28.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,84.0,4.0,0.0,0.0,0.0,0.0,6.0,70.0,144.0,71.0,1.0,0.0,0.0,0.0,1.0,16.0,93.0,144.0,32.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,98.0,58.0,8.0,0.0,0.0,0.0,0.0,7.0,7.0,71.0,108.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,129.0,30.0,0.0,0.0,0.0,0.0,jelly_beans
2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,138.0,17.0,0.0,0.0,0.0,0.0,5.0,67.0,23.0,8.0,0.0,0.0,0.0,26.0,36.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,138.0,8.0,0.0,0.0,0.0,0.0,0.0,52.0,138.0,85.0,0.0,0.0,0.0,0.0,0.0,14.0,112.0,89.0,10.0,2.0,0.0,4.0,11.0,29.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,108.0,5.0,0.0,0.0,0.0,0.0,6.0,55.0,138.0,65.0,0.0,0.0,0.0,0.0,1.0,24.0,113.0,138.0,17.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,79.0,13.0,0.0,0.0,0.0,0.0,3.0,2.0,93.0,125.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,138.0,28.0,0.0,0.0,0.0,0.0,jelly_beans
4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,135.0,8.0,6.0,12.0,10.0,7.0,7.0,114.0,2.0,1.0,3.0,62.0,135.0,36.0,7.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,135.0,25.0,8.0,1.0,0.0,0.0,0.0,46.0,135.0,57.0,127.0,108.0,4.0,0.0,0.0,18.0,1.0,1.0,41.0,135.0,74.0,1.0,1.0,3.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,135.0,92.0,40.0,6.0,0.0,0.0,0.0,4.0,18.0,32.0,135.0,96.0,0.0,0.0,0.0,9.0,1.0,0.0,24.0,60.0,2.0,0.0,4.0,54.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,51.0,23.0,7.0,0.0,0.0,0.0,0.0,29.0,10.0,6.0,11.0,3.0,0.0,0.0,3.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,105.0,jelly_beans
3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,144.0,1.0,0.0,1.0,3.0,0.0,0.0,53.0,144.0,25.0,15.0,6.0,0.0,0.0,1.0,75.0,16.0,8.0,22.0,113.0,74.0,6.0,3.0,16.0,11.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,144.0,18.0,5.0,2.0,2.0,0.0,0.0,38.0,144.0,59.0,118.0,81.0,0.0,0.0,0.0,10.0,1.0,6.0,101.0,144.0,13.0,0.0,0.0,0.0,12.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,144.0,94.0,39.0,9.0,2.0,0.0,0.0,4.0,28.0,38.0,144.0,124.0,0.0,0.0,0.0,2.0,1.0,1.0,42.0,84.0,0.0,0.0,1.0,21.0,5.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,48.0,36.0,12.0,3.0,0.0,0.0,0.0,12.0,14.0,11.0,23.0,7.0,0.0,0.0,0.0,44.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,88.0,jelly_beans
3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,142.0,1.0,0.0,0.0,2.0,0.0,0.0,57.0,142.0,27.0,19.0,5.0,0.0,0.0,0.0,65.0,18.0,11.0,36.0,123.0,49.0,3.0,1.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,142.0,21.0,7.0,2.0,1.0,0.0,0.0,42.0,142.0,48.0,121.0,96.0,0.0,0.0,0.0,11.0,1.0,5.0,111.0,142.0,6.0,0.0,0.0,0.0,13.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,142.0,102.0,44.0,9.0,1.0,0.0,0.0,3.0,24.0,37.0,142.0,121.0,0.0,0.0,0.0,2.0,1.0,1.0,40.0,72.0,0.0,0.0,2.0,24.0,6.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,47.0,29.0,9.0,2.0,0.0,0.0,0.0,17.0,13.0,9.0,18.0,4.0,0.0,0.0,1.0,52.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,88.0,jelly_beans
5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,144.0,1.0,0.0,0.0,1.0,0.0,0.0,51.0,144.0,29.0,19.0,5.0,0.0,0.0,0.0,53.0,19.0,12.0,37.0,126.0,50.0,3.0,1.0,11.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,144.0,21.0,7.0,2.0,0.0,0.0,0.0,34.0,144.0,48.0,115.0,99.0,0.0,0.0,0.0,8.0,1.0,5.0,104.0,144.0,6.0,0.0,0.0,0.0,13.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,144.0,104.0,44.0,8.0,0.0,0.0,0.0,2.0,24.0,38.0,144.0,123.0,0.0,0.0,0.0,2.0,2.0,1.0,38.0,73.0,0.0,0.0,1.0,25.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,44.0,30.0,10.0,2.0,0.0,0.0,0.0,15.0,16.0,10.0,19.0,4.0,0.0,0.0,0.0,48.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,92.0,jelly_beans
